Id;Label;Category
6202B;Tierce maintenance de systèmes et d’applications informatiques;J
6203Z;Gestion d'installations informatiques;J
6209Z;Autres activités informatiques;J
6311Z;Traitement de données, hébergement et activités connexes;J
6312Z;Portails Internet;J
6391Z;Activités des agences de presse;J
6399Z;Autres services d'information n.c.a.;J
6411Z;Activités de banque centrale;K
6419Z;Autres intermédiations monétaires;K
6420Z;Activités des sociétés holding;K
6430Z;Fonds de placement et entités financières similaires;K
6491Z;Crédit-bail;K
6492Z;Autre distribution de crédit;K
6499Z;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.;K
6511Z;Assurance vie;K
6512Z;Autres assurances;K
6520Z;Réassurance;K
6530Z;Caisses de retraite;K
6611Z;Administration de marchés financiers;K
6612Z;Courtage de valeurs mobilières et de marchandises;K
6619A;Supports juridiques de gestion de patrimoine mobilier;K
6619B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.;K
6621Z;Évaluation des risques et dommages;K
6622Z;Activités des agents et courtiers d'assurances;K
6629Z;Autres activités auxiliaires d'assurance et de caisses de retraite;K
6630Z;Gestion de fonds;K
6810Z;Activités des marchands de biens immobiliers;L
6820A;Location de logements;L
6820B;Location de terrains et d'autres biens immobiliers;L
6831Z;Agences immobilières;L
6832A;Administration d'immeubles et autres biens immobiliers;L
6832B;Supports juridiques de gestion de patrimoine immobilier;L
6910Z;Activités juridiques;M
6920Z;Activités comptables;M
7010Z;Activités des sièges sociaux;M
7021Z;Conseil en relations publiques et communication;M
7022Z;Conseil pour les affaires et autres conseils de gestion;M
7111Z;Activités d'architecture;M
7112A;Activité des géomètres;M
7112B;Ingénierie, études techniques;M
7120A;Contrôle technique automobile;M
7120B;Analyses, essais et inspections techniques;M
7211Z;Recherche-développement en biotechnologie;M
7219Z;Recherche-développement en autres sciences physiques et naturelles;M
7220Z;Recherche-développement en sciences humaines et sociales;M
7311Z;Activités des agences de publicité;M
7312Z;Régie publicitaire de médias;M
7320Z;Études de marché et sondages;M
7410Z;Activités spécialisées de design;M
7420Z;Activités photographiques;M
7430Z;Traduction et interprétation;M
7490A;Activité des économistes de la construction;M
7490B;Activités spécialisées, scientifiques et techniques diverses;M
7500Z;Activités vétérinaires;M
7711A;Location de courte durée de voitures et de véhicules automobiles légers;N
7711B;Location de longue durée de voitures et de véhicules automobiles légers;N
7712Z;Location et location-bail de camions;N
7721Z;Location et location-bail d'articles de loisirs et de sport;N
7722Z;Location de vidéocassettes et disques vidéo;N
7729Z;Location et location-bail d'autres biens personnels et domestiques;N
7731Z;Location et location-bail de machines et équipements agricoles;N
7732Z;Location et location-bail de machines et équipements pour la construction;N
7733Z;Location et location-bail de machines de bureau et de matériel informatique;N
7734Z;Location et location-bail de matériels de transport par eau;N
7735Z;Location et location-bail de matériels de transport aérien;N
7739Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;N
7740Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;N
7810Z;Activités des agences de placement de main-d'œuvre;N
7820Z;Activités des agences de travail temporaire;N
7830Z;Autre mise à disposition de ressources humaines;N
7911Z;Activités des agences de voyage;N
7912Z;Activités des voyagistes;N
7990Z;Autres services de réservation et activités connexes;N
8010Z;Activités de sécurité privée;N
8020Z;Activités liées aux systèmes de sécurité;N
8030Z;Activités d'enquête;N
8110Z;Activités combinées de soutien lié aux bâtiments;N
8121Z;Nettoyage courant des bâtiments;N
8122Z;Autres activités de nettoyage des bâtiments et nettoyage industriel;N
8129A;Désinfection, désinsectisation, dératisation;N
8129B;Autres activités de nettoyage n.c.a.;N
8130Z;Services d'aménagement paysager;N
8211Z;Services administratifs combinés de bureau;N
8219Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;N
8220Z;Activités de centres d'appels;N
8230Z;Organisation de foires, salons professionnels et congrès;N
8291Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;N
8292Z;Activités de conditionnement;N
8299Z;Autres activités de soutien aux entreprises n.c.a.;N
8411Z;Administration publique générale;O
8412Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale;O
8413Z;Administration publique (tutelle) des activités économiques;O
8421Z;Affaires étrangères;O
8422Z;Défense;O
8423Z;Justice;O
8424Z;Activités d’ordre public et de sécurité;O
8425Z;Services du feu et de secours;O
8430A;Activités générales de sécurité sociale;O
8430B;Gestion des retraites complémentaires;O
8430C;Distribution sociale de revenus;O
8510Z;Enseignement pré-primaire;P
8520Z;Enseignement primaire;P
8531Z;Enseignement secondaire général;P
8532Z;Enseignement secondaire technique ou professionnel;P
8541Z;Enseignement post-secondaire non supérieur;P
8542Z;Enseignement supérieur;P
8551Z;Enseignement de disciplines sportives et d'activités de loisirs;P
8552Z;Enseignement culturel;P
8553Z;Enseignement de la conduite;P
8559A;Formation continue d'adultes;P
8559B;Autres enseignements;P
8560Z;Activités de soutien à l'enseignement;Q
8610Z;Activités hospitalières;Q
8621Z;Activité des médecins généralistes;Q
8622A;Activités de radiodiagnostic et de radiothérapie;Q
8622B;Activités chirurgicales;Q
8622C;Autres activités des médecins spécialistes;Q
8623Z;Pratique dentaire;Q
8690A;Ambulances;Q
8690B;Laboratoires d'analyses médicales;Q
8690C;Centres de collecte et banques d'organes;Q
8690D;Activités des infirmiers et des sages-femmes;Q
8690E;Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues;Q
8690F;Activités de santé humaine non classées ailleurs;Q
8710A;Hébergement médicalisé pour personnes âgées;Q
8710B;Hébergement médicalisé pour enfants handicapés;Q
8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;Q
8720A;Hébergement social pour handicapés mentaux et malades mentaux;Q
8720B;Hébergement social pour toxicomanes;Q
8730A;Hébergement social pour personnes âgées;Q
8730B;Hébergement social pour handicapés  physiques;Q
8790A;Hébergement social pour enfants en difficultés;Q
8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;Q
8810A;Aide à domicile;Q
8810B;Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées;Q
8810C;Aide par le travail;Q
8891A;Accueil de jeunes enfants;Q
8891B;Accueil ou accompagnement sans hébergement d’enfants handicapés;Q
8899A;Autre accueil ou accompagnement sans hébergement d’enfants;Q
8899B;Action sociale sans hébergement n.c.a.;Q
9001Z;Arts du spectacle vivant;R
9002Z;Activités de soutien au spectacle vivant;R
9003A;Création artistique relevant des arts plastiques;R
9003B;Autre création artistique;R
9004Z;Gestion de salles de spectacles;R
9101Z;Gestion des bibliothèques et des archives;R
9102Z;Gestion des musées;R
9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;R
9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;R
9200Z;Organisation de jeux de hasard et d'argent;R
9311Z;Gestion d'installations sportives;R
9312Z;Activités de clubs de sports;R
9313Z;Activités des centres de culture physique;R
9319Z;Autres activités liées au sport;R
9321Z;Activités des parcs d'attractions et parcs à thèmes;R
9329Z;Autres activités récréatives et de loisirs;R
9411Z;Activités des organisations patronales et consulaires;S
9412Z;Activités des organisations professionnelles;S
9420Z;Activités des syndicats de salariés;S
9491Z;Activités des organisations religieuses;S
9492Z;Activités des organisations politiques;S
9499Z;Autres organisations fonctionnant par adhésion volontaire;S
9511Z;Réparation d'ordinateurs et d'équipements périphériques;S
9512Z;Réparation d'équipements de communication;S
9521Z;Réparation de produits électroniques grand public;S
9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;S
9523Z;Réparation de chaussures et d'articles en cuir;S
9524Z;Réparation de meubles et d'équipements du foyer;S
9525Z;Réparation d'articles d'horlogerie et de bijouterie;S
9529Z;Réparation d'autres biens personnels et domestiques;S
9601A;Blanchisserie-teinturerie de gros;S
9601B;Blanchisserie-teinturerie de détail;S
9602A;Coiffure;S
9602B;Soins de beauté;S
9603Z;Services funéraires;S
9604Z;Entretien corporel;S
9609Z;Autres services personnels n.c.a.;S
9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;T
9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;T
9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;T
9900Z;Activités des organisations et organismes extraterritoriaux;U
