source;target;count
4778C;4764Z;5
4778C;4765Z;1
4778C;4771Z;26
4778C;4772A;3
4778C;4772B;4
4778C;4776Z;5
4778C;4777Z;4
4778C;4778A;1
4778C;4778C;41
4778C;4779Z;1
4778C;4781Z;3
4778C;4782Z;2
4778C;4789Z;3
4778C;4791A;5
4778C;4791B;8
4778C;4799A;4
4778C;4941B;1
4778C;5510Z;2
4778C;5520Z;2
4778C;5610A;3
4778C;5610C;5
4778C;5621Z;1
4778C;5911C;1
4778C;6190Z;2
4778C;6201Z;1
4778C;6202B;1
4778C;6209Z;1
4778C;6420Z;2
4778C;6619B;1
4778C;6810Z;4
4778C;6820B;6
4778C;6832A;2
4778C;7010Z;3
4778C;7022Z;5
4778C;7112B;2
4778C;7311Z;2
4778C;7490B;2
4778C;7721Z;1
4778C;7732Z;1
4778C;7733Z;1
4778C;7739Z;2
4778C;8020Z;3
4778C;8121Z;1
4778C;8219Z;1
4778C;8230Z;2
4778C;8292Z;1
4778C;8299Z;2
4778C;8559A;1
4778C;8621Z;1
4778C;9001Z;1
4778C;9002Z;3
4778C;9103Z;1
4778C;9200Z;1
4778C;9329Z;3
4778C;9512Z;1
4778C;9601B;1
4778C;9602A;1
4778C;9609Z;2
4779Z;4110B;1
4779Z;4511Z;1
4779Z;4649Z;1
4779Z;4662Z;1
4779Z;4669B;1
4779Z;4673A;1
4779Z;4690Z;3
4779Z;4711F;1
4779Z;4742Z;1
4779Z;4759A;2
4779Z;4764Z;1
4779Z;4771Z;1
4779Z;4778C;9
4779Z;4779Z;4
4779Z;4789Z;3
4779Z;4791B;3
4779Z;4799B;1
4779Z;5610A;1
4779Z;6202A;1
4779Z;6810Z;2
4779Z;6831Z;1
4779Z;6910Z;1
4779Z;7311Z;1
4779Z;8121Z;1
4779Z;8299Z;1
4779Z;9321Z;1
4781Z;1013B;1
4781Z;1071C;4
4781Z;1083Z;2
4781Z;4631Z;5
4781Z;4634Z;1
4781Z;4638B;1
4781Z;4639B;1
4781Z;4711B;5
4781Z;4721Z;4
4781Z;4722Z;13
4781Z;4723Z;4
4781Z;4724Z;1
4781Z;4725Z;1
4781Z;4729Z;3
4781Z;4771Z;1
4781Z;4779Z;1
4781Z;4781Z;12
4781Z;4782Z;1
4781Z;4789Z;1
4781Z;5530Z;1
4781Z;5610A;4
4781Z;5610C;15
4781Z;5621Z;4
4781Z;6630Z;1
4781Z;6810Z;1
4781Z;7711A;1
4781Z;8299Z;1
4782Z;1812Z;1
4782Z;2041Z;1
4782Z;3212Z;1
4782Z;4642Z;3
4782Z;4771Z;4
4782Z;4781Z;1
4782Z;4782Z;2
4782Z;4791B;2
4782Z;6622Z;1
4782Z;6810Z;1
4789Z;0130Z;1
4789Z;1101Z;1
4789Z;1413Z;1
4789Z;1629Z;1
4789Z;2752Z;1
4789Z;3213Z;1
4789Z;4322B;1
4789Z;4511Z;1
4789Z;4638B;1
4789Z;4649Z;1
4789Z;4711B;1
4789Z;4719B;2
4789Z;4751Z;2
4789Z;4752A;1
4789Z;4752B;1
4789Z;4765Z;1
4789Z;4771Z;4
4789Z;4772A;1
4789Z;4775Z;1
4789Z;4776Z;5
4789Z;4778C;4
4789Z;4779Z;2
4789Z;4781Z;6
4789Z;4782Z;2
4789Z;4789Z;12
4789Z;4791B;2
4789Z;4799B;2
4789Z;5210B;1
4789Z;5610C;5
4789Z;7120B;1
4789Z;7490B;1
4789Z;8010Z;1
4789Z;8130Z;1
4789Z;8230Z;1
4789Z;9321Z;1
4791A;1085Z;1
4791A;1101Z;1
4791A;1419Z;1
4791A;1512Z;1
4791A;4120A;1
4791A;4322A;1
4791A;4331Z;1
4791A;4332A;1
4791A;4391B;1
4791A;4531Z;1
4791A;4532Z;1
4791A;4540Z;2
4791A;4619B;1
4791A;4631Z;2
4791A;4634Z;2
4791A;4637Z;1
4791A;4638B;1
4791A;4639B;1
4791A;4641Z;1
4791A;4642Z;2
4791A;4649Z;3
4791A;4652Z;1
4791A;4669B;2
4791A;4690Z;1
4791A;4711B;2
4791A;4711F;1
4791A;4719B;2
4791A;4729Z;2
4791A;4764Z;2
4791A;4765Z;1
4791A;4771Z;5
4791A;4777Z;2
4791A;4778C;5
4791A;4779Z;1
4791A;4781Z;2
4791A;4789Z;2
4791A;4791A;18
4791A;4791B;19
4791A;4932Z;1
4791A;5210B;2
4791A;5813Z;1
4791A;5814Z;1
4791A;5829B;1
4791A;6190Z;1
4791A;6201Z;1
4791A;6202A;1
4791A;6311Z;1
4791A;6630Z;1
4791A;6820B;1
4791A;7010Z;1
4791A;7021Z;1
4791A;7022Z;2
4791A;7112B;1
4791A;7311Z;1
4791A;7410Z;1
4791A;7420Z;1
4791A;7490A;1
4791A;7990Z;1
4791A;8121Z;2
4791A;8130Z;1
4791A;8211Z;1
4791A;8230Z;1
4791A;8559A;1
4791A;8559B;1
4791A;8810A;1
4791A;9602A;1
4791A;9609Z;1
4791B;1071D;1
4791B;1084Z;1
4791B;1399Z;1
4791B;1413Z;1
4791B;1419Z;2
4791B;1439Z;1
4791B;1812Z;1
4791B;2042Z;1
4791B;2561Z;1
4791B;3030Z;1
4791B;3099Z;1
4791B;3213Z;1
4791B;3230Z;1
4791B;3312Z;1
4791B;3320D;1
4791B;4322B;1
4791B;4329B;1
4791B;4332A;1
4791B;4334Z;1
4791B;4399C;1
4791B;4511Z;1
4791B;4531Z;1
4791B;4532Z;1
4791B;4540Z;2
4791B;4634Z;2
4791B;4639B;1
4791B;4641Z;1
4791B;4642Z;2
4791B;4646Z;1
4791B;4647Z;1
4791B;4648Z;1
4791B;4649Z;10
4791B;4652Z;3
4791B;4669A;1
4791B;4669B;1
4791B;4669C;2
4791B;4673B;1
4791B;4674B;2
4791B;4675Z;1
4791B;4690Z;2
4791B;4711B;1
4791B;4725Z;2
4791B;4729Z;1
4791B;4742Z;1
4791B;4743Z;2
4791B;4752A;1
4791B;4759A;3
4791B;4759B;2
4791B;4764Z;2
4791B;4765Z;2
4791B;4771Z;4
4791B;4772A;1
4791B;4776Z;1
4791B;4777Z;1
4791B;4778A;1
4791B;4778C;9
4791B;4781Z;1
4791B;4789Z;3
4791B;4791A;10
4791B;4791B;33
4791B;4799A;1
4791B;5210B;1
4791B;5520Z;2
4791B;5610C;2
4791B;5630Z;2
4791B;5811Z;1
4791B;5829A;1
4791B;6190Z;1
4791B;6201Z;4
4791B;6202A;2
4791B;6203Z;1
4791B;6311Z;1
4791B;6312Z;1
4791B;6420Z;1
4791B;6499Z;1
4791B;6619B;2
4791B;6622Z;1
4791B;6810Z;2
4791B;7010Z;1
4791B;7021Z;2
4791B;7022Z;4
4791B;7211Z;1
4791B;7311Z;1
4791B;7410Z;2
4791B;7729Z;1
4791B;7732Z;1
4791B;7911Z;1
4791B;7990Z;1
4791B;8122Z;1
4791B;8130Z;2
4791B;8292Z;1
4791B;8299Z;1
4791B;9001Z;1
4791B;9002Z;1
4791B;9319Z;1
4791B;9329Z;3
4791B;9601B;1
4791B;9602B;1
4799A;1071B;1
4799A;1085Z;1
4799A;2012Z;1
4799A;2042Z;1
4799A;2319Z;1
4799A;2651B;1
4799A;2790Z;1
4799A;3213Z;1
4799A;4321A;2
4799A;4322B;2
4799A;4332A;4
4799A;4399D;2
4799A;4616Z;1
4799A;4617A;1
4799A;4617B;1
4799A;4618Z;1
4799A;4619B;1
4799A;4623Z;1
4799A;4634Z;7
4799A;4639A;1
4799A;4641Z;1
4799A;4642Z;3
4799A;4647Z;2
4799A;4649Z;1
4799A;4661Z;2
4799A;4666Z;1
4799A;4669B;2
4799A;4669C;1
4799A;4671Z;1
4799A;4673A;1
4799A;4675Z;1
4799A;4721Z;1
4799A;4725Z;1
4799A;4742Z;2
4799A;4752A;3
4799A;4759B;1
4799A;4764Z;4
4799A;4774Z;1
4799A;4776Z;1
4799A;4778A;1
4799A;4778B;1
4799A;4778C;3
4799A;4781Z;2
4799A;4789Z;4
4799A;4791A;2
4799A;4791B;11
4799A;4799A;20
4799A;4941A;1
4799A;5610A;1
4799A;5610C;1
4799A;5621Z;1
4799A;6420Z;1
4799A;7021Z;1
4799A;7022Z;5
4799A;7311Z;1
4799A;7410Z;1
4799A;7490B;1
4799A;7729Z;3
4799A;7990Z;1
4799A;8020Z;1
4799A;8559A;1
4799A;8690D;1
4799A;8690E;1
4799A;8810A;1
4799A;9001Z;1
4799B;1104Z;1
4799B;1105Z;1
4799B;1812Z;1
4799B;3030Z;1
4799B;3312Z;2
4799B;3811Z;1
4799B;4321A;1
4799B;4332B;1
4799B;4399D;1
4799B;4532Z;1
4799B;4619B;1
4799B;4622Z;1
4799B;4634Z;1
4799B;4637Z;2
4799B;4638B;3
4799B;4639B;1
4799B;4641Z;1
4799B;4642Z;1
4799B;4645Z;1
4799B;4646Z;1
4799B;4651Z;1
4799B;4661Z;1
4799B;4669A;1
4799B;4669B;2
4799B;4669C;4
4799B;4673A;1
4799B;4674A;2
4799B;4690Z;2
4799B;4711B;1
4799B;4711D;1
4799B;4725Z;3
4799B;4729Z;6
4799B;4741Z;1
4799B;4743Z;1
4799B;4752A;1
4799B;4759A;3
4799B;4759B;1
4799B;4764Z;4
4799B;4771Z;1
4799B;4774Z;2
4799B;4777Z;2
4799B;4778C;2
4799B;4779Z;1
4799B;4781Z;2
4799B;4791A;1
4799B;4791B;6
4799B;4799A;5
4799B;4799B;10
4799B;4941A;1
4799B;5610A;1
4799B;5610C;4
4799B;5911B;2
4799B;5920Z;1
4799B;6202A;1
4799B;6630Z;1
4799B;6820B;3
4799B;7022Z;1
4799B;7112B;1
4799B;7311Z;1
4799B;7410Z;1
4799B;7490B;1
4799B;7739Z;1
4799B;8690F;1
4799B;9329Z;2
4910Z;7990Z;1
4931Z;4931Z;7
4931Z;4932Z;24
4931Z;4939A;8
4931Z;4939B;10
4931Z;6110Z;1
4931Z;7010Z;1
4931Z;9329Z;2
4932Z;4322A;1
4932Z;4332B;1
4932Z;4333Z;1
4932Z;4511Z;8
4932Z;4520A;2
4932Z;4719B;1
4932Z;4764Z;1
4932Z;4771Z;1
4932Z;4776Z;1
4932Z;4791A;1
4932Z;4931Z;13
4932Z;4932Z;12
4932Z;4939A;4
4932Z;4939B;11
4932Z;4941A;7
4932Z;4941B;12
4932Z;4942Z;2
4932Z;5229A;1
4932Z;5229B;1
4932Z;5520Z;2
4932Z;5610A;4
4932Z;5610C;3
4932Z;6420Z;2
4932Z;6820B;13
4932Z;6831Z;3
4932Z;6832B;1
4932Z;7010Z;1
4932Z;7022Z;2
4932Z;7420Z;1
4932Z;7711A;3
4932Z;7711B;1
4932Z;7721Z;1
4932Z;7732Z;1
4932Z;7740Z;6
4932Z;8129A;1
4932Z;8299Z;1
4932Z;8690A;10
4932Z;9603Z;2
4939A;4931Z;4
4939A;4932Z;8
4939A;4939A;4
4939A;4939B;19
4939A;5510Z;1
4939A;6630Z;1
4939A;7010Z;1
4939A;7911Z;1
4939B;4511Z;1
4939B;4638B;1
4939B;4791A;1
4939B;4931Z;7
4939B;4932Z;14
4939B;4939A;21
4939B;4939B;1
4939B;4941A;4
4939B;4941B;2
4939B;5110Z;1
4939B;5221Z;1
4939B;5510Z;2
4939B;6820A;1
4939B;6820B;1
4939B;7010Z;1
4939B;7711A;1
4939B;7911Z;2
4939B;7912Z;1
4941A;0321Z;1
4941A;1624Z;1
4941A;3811Z;2
4941A;3812Z;1
4941A;4312A;6
4941A;4312B;3
4941A;4332A;1
4941A;4399C;2
4941A;4399E;1
4941A;4520A;2
4941A;4520B;1
4941A;4623Z;1
4941A;4631Z;1
4941A;4673A;3
4941A;4778B;1
4941A;4779Z;1
4941A;4932Z;2
4941A;4939A;1
4941A;4939B;1
4941A;4941A;18
4941A;4941B;106
4941A;4941C;10
4941A;4942Z;7
4941A;5210A;1
4941A;5210B;3
4941A;5221Z;1
4941A;5229A;7
4941A;5229B;16
4941A;5520Z;1
4941A;6420Z;1
4941A;6820B;9
4941A;6831Z;1
4941A;7010Z;2
4941A;7711A;3
4941A;7712Z;1
4941A;7721Z;1
4941A;7739Z;1
4941B;0161Z;2
4941B;1061A;1
4941B;1624Z;1
4941B;3320B;2
4941B;3511Z;1
4941B;4221Z;1
4941B;4299Z;1
4941B;4312A;3
4941B;4322B;1
4941B;4399E;4
4941B;4511Z;1
4941B;4519Z;1
4941B;4520A;3
4941B;4520B;1
4941B;4531Z;1
4941B;4621Z;1
4941B;4673A;1
4941B;4674A;1
4941B;4690Z;2
4941B;4729Z;1
4941B;4759A;2
4941B;4791A;1
4941B;4932Z;8
4941B;4939A;1
4941B;4939B;1
4941B;4941A;142
4941B;4941B;22
4941B;4941C;18
4941B;4942Z;11
4941B;5210B;5
4941B;5221Z;1
4941B;5223Z;1
4941B;5224A;1
4941B;5224B;1
4941B;5229A;10
4941B;5229B;10
4941B;5320Z;5
4941B;5610A;1
4941B;5610C;2
4941B;6420Z;1
4941B;6430Z;2
4941B;6630Z;1
4941B;6820B;4
4941B;7010Z;1
4941B;7022Z;2
4941B;7711A;4
4941B;7712Z;2
4941B;8010Z;1
4941B;8121Z;1
4941B;8211Z;1
4941B;8292Z;1
4941B;8299Z;1
4941B;8559A;1
4941C;4312A;1
4941C;4399E;4
4941C;4941A;6
4941C;4941B;7
4941C;4941C;2
4941C;5210B;1
4941C;7010Z;1
4941C;7711A;2
4941C;7712Z;3
4941C;7732Z;2
4942Z;1071C;1
4942Z;4759A;1
4942Z;4941A;4
4942Z;4941B;6
4942Z;5210B;2
4942Z;6820B;1
4942Z;7010Z;1
4942Z;9524Z;1
4950Z;5210B;1
5010Z;5010Z;1
5010Z;5020Z;1
5010Z;5630Z;1
5010Z;6201Z;1
5010Z;7830Z;1
501Z;4511Z;1
501Z;4690Z;1
5020Z;5010Z;2
5020Z;5229B;1
5020Z;6820B;1
5020Z;7734Z;1
5030Z;5229B;1
5030Z;5520Z;2
5030Z;5610A;1
5030Z;7721Z;1
5030Z;7734Z;1
5040Z;5030Z;1
5040Z;5040Z;2
5040Z;5610C;1
5040Z;6820B;2
5040Z;7734Z;1
5110Z;5110Z;2
5110Z;5121Z;1
5110Z;8551Z;1
5110Z;8553Z;1
5110Z;8559A;1
5110Z;8690A;1
5110Z;9329Z;1
5121Z;5110Z;1
5121Z;5229B;1
5121Z;6810Z;1
513J;513J;1
513W;7111Z;1
514C;3511Z;1
514C;7022Z;1
514L;6201Z;1
514S;4690Z;1
514S;4776Z;1
515F;7022Z;1
515J;7022Z;1
518G;4761Z;1
518G;6630Z;1
519A;7912Z;1
5210A;0161Z;1
5210A;1011Z;1
5210A;4721Z;1
5210A;4941B;1
5210A;5210A;1
5210A;5210B;1
5210A;5229B;1
5210A;5621Z;1
5210A;6810Z;1
5210A;6820B;1
5210A;7010Z;1
5210B;1039B;1
5210B;1052Z;1
5210B;1061B;1
5210B;1086Z;1
5210B;2014Z;1
5210B;3832Z;1
5210B;4120B;1
5210B;4332B;1
5210B;4399D;1
5210B;4511Z;1
5210B;4631Z;2
5210B;4646Z;1
5210B;4690Z;1
5210B;4722Z;1
5210B;4791A;1
5210B;4941A;2
5210B;4941B;1
5210B;5210A;3
5210B;5210B;4
5210B;5224A;1
5210B;5224B;6
5210B;5229B;12
5210B;5320Z;1
5210B;5630Z;1
5210B;6420Z;1
5210B;6619A;1
5210B;6820B;9
5210B;7022Z;1
5210B;7739Z;1
5210B;8122Z;1
5210B;8211Z;1
5210B;8292Z;3
5210B;8299Z;1
521B;4399C;1
521J;5911A;1
521J;6202A;1
5221Z;4511Z;1
5221Z;4519Z;1
5221Z;4520A;4
5221Z;4941A;2
5221Z;5221Z;6
5221Z;5229B;1
5221Z;6810Z;1
5221Z;6820B;1
5221Z;7010Z;1
5221Z;7022Z;1
5221Z;7410Z;1
5221Z;7711A;1
5221Z;8220Z;2
5222Z;4291Z;1
5222Z;5010Z;1
5222Z;5030Z;1
5222Z;5210B;1
5222Z;5229B;1
5222Z;7734Z;1
5223Z;3319Z;1
5223Z;4671Z;1
5223Z;4941B;1
5223Z;5224B;1
5223Z;7911Z;1
5223Z;8010Z;1
5224A;5210B;2
5224A;5222Z;1
5224B;4329A;1
5224B;4399E;1
5224B;4519Z;1
5224B;4941A;1
5224B;4941B;1
5224B;4942Z;1
5224B;5210B;2
5224B;5229B;3
5224B;5610C;1
5224B;6420Z;1
5229A;4619B;1
5229A;4932Z;1
5229A;4941A;4
5229A;4941B;6
5229A;5229A;2
5229A;7010Z;1
5229A;8211Z;1
5229A;8690A;1
5229B;2562A;1
5229B;4531Z;1
5229B;4641Z;1
5229B;4673A;2
5229B;4690Z;2
5229B;4791B;1
5229B;4939B;1
5229B;4941A;16
5229B;4941B;7
5229B;4941C;4
5229B;5210B;14
5229B;5221Z;1
5229B;5224A;1
5229B;5224B;1
5229B;5229A;3
5229B;5229B;4
5229B;5320Z;1
5229B;5829C;1
5229B;6202A;1
5229B;6420Z;1
5229B;6630Z;1
5229B;7010Z;2
5229B;7021Z;1
5229B;7022Z;4
5229B;7734Z;8
5229B;8130Z;1
5229B;8292Z;4
522P;522P;1
523A;7022Z;1
523E;6202A;1
523E;9602B;1
524C;4729Z;1
524C;524C;2
524C;5911A;1
524C;5911B;1
524C;6202A;1
524C;6619B;1
524C;7022Z;1
524C;7430Z;1
524C;8299Z;1
524H;4759A;1
524Z;8552Z;1
525Z;4652Z;1
525Z;4779Z;1
525Z;6831Z;1
526D;6202A;1
526E;7022Z;1
526E;7111Z;1
5320Z;4932Z;4
5320Z;4941A;3
5320Z;4941B;2
5320Z;5229A;1
5320Z;5229B;1
5320Z;5320Z;3
5320Z;5610A;1
5320Z;6312Z;1
5320Z;6820A;1
5320Z;8810A;1
5320Z;8899B;1
5320Z;9609Z;1
5510;5510Z;1
5510Z;0124Z;1
5510Z;1071C;1
5510Z;4110C;1
5510Z;4511Z;2
5510Z;4520A;1
5510Z;4669C;1
5510Z;4690Z;1
5510Z;4723Z;1
5510Z;4725Z;1
5510Z;4729Z;3
5510Z;5510Z;33
5510Z;5520Z;47
5510Z;5530Z;8
5510Z;5590Z;1
5510Z;5610A;159
5510Z;5610C;8
5510Z;5621Z;2
5510Z;5629B;1
5510Z;5630Z;22
5510Z;5819Z;1
5510Z;6312Z;1
5510Z;6420Z;4
5510Z;6430Z;2
5510Z;6619A;1
5510Z;6630Z;4
5510Z;6810Z;6
5510Z;6820A;15
5510Z;6820B;38
5510Z;6831Z;4
5510Z;6832B;1
5510Z;7010Z;6
5510Z;7022Z;2
5510Z;7112B;1
5510Z;7410Z;1
5510Z;7490B;1
5510Z;7729Z;1
5510Z;7739Z;1
5510Z;8121Z;1
5510Z;8211Z;2
5510Z;8230Z;2
5510Z;8299Z;1
5510Z;8559B;1
5510Z;8710C;1
5510Z;8720A;1
5510Z;8730A;1
5510Z;9001Z;1
5510Z;9601B;1
5510Z;9602A;1
5510Z;9604Z;1
551A;7022Z;1
551C;5911C;1
5520Z;0125Z;1
5520Z;1102B;1
5520Z;3511Z;1
5520Z;4110A;1
5520Z;4291Z;1
5520Z;4332A;1
5520Z;4634Z;1
5520Z;4711B;1
5520Z;4719B;1
5520Z;4729Z;1
5520Z;4778C;1
5520Z;5510Z;30
5520Z;5520Z;10
5520Z;5530Z;7
5520Z;5590Z;2
5520Z;5610A;13
5520Z;5610C;2
5520Z;5630Z;2
5520Z;6810Z;4
5520Z;6820A;6
5520Z;6820B;11
5520Z;6831Z;1
5520Z;6832A;1
5520Z;7022Z;1
5520Z;7112B;1
5520Z;7490B;1
5520Z;7911Z;1
5520Z;7990Z;1
5520Z;8121Z;2
5520Z;8211Z;3
5520Z;8559A;2
5520Z;8891A;1
5520Z;9103Z;1
5520Z;9104Z;1
5520Z;9329Z;1
5530Z;1105Z;1
5530Z;4110B;1
5530Z;4331Z;1
5530Z;4519Z;1
5530Z;4690Z;1
5530Z;4711B;1
5530Z;4764Z;3
5530Z;4775Z;1
5530Z;5510Z;1
5530Z;5520Z;10
5530Z;5530Z;2
5530Z;5610A;3
5530Z;5610C;2
5530Z;6420Z;1
5530Z;6810Z;2
5530Z;6820B;24
5530Z;6832A;1
5530Z;7010Z;1
5530Z;7022Z;1
5530Z;7721Z;1
5530Z;7912Z;1
5530Z;8121Z;1
5530Z;8122Z;1
5530Z;8211Z;1
5530Z;8551Z;1
553A;4778C;1
553A;553A;1
553A;5829C;1
553A;5920Z;1
553A;6619B;1
553A;7021Z;1
553A;7022Z;1
553B;1813Z;1
553B;7022Z;1
554A;4511Z;1
554B;6202A;1
555A;5920Z;1
555D;6832A;1
555D;7022Z;1
5590Z;5530Z;1
5610A;0149Z;1
5610A;0162Z;1
5610A;1013B;1
5610A;1052Z;1
5610A;1071B;3
5610A;1071C;2
5610A;1071D;2
5610A;1072Z;1
5610A;1083Z;1
5610A;1085Z;2
5610A;1089Z;2
5610A;1105Z;3
5610A;1813Z;1
5610A;3320A;1
5610A;4110A;1
5610A;4120B;1
5610A;4312A;1
5610A;4331Z;1
5610A;4332C;1
5610A;4339Z;1
5610A;4391A;1
5610A;4399C;1
5610A;4511Z;3
5610A;4520A;3
5610A;4617B;1
5610A;4619B;3
5610A;4631Z;1
5610A;4634Z;1
5610A;4637Z;2
5610A;4711B;10
5610A;4711C;1
5610A;4719B;2
5610A;4721Z;3
5610A;4722Z;4
5610A;4723Z;3
5610A;4724Z;4
5610A;4725Z;7
5610A;4726Z;3
5610A;4729Z;4
5610A;4752A;1
5610A;4759A;2
5610A;4759B;2
5610A;4762Z;1
5610A;4771Z;4
5610A;4778A;1
5610A;4778C;4
5610A;4779Z;2
5610A;4781Z;3
5610A;4789Z;1
5610A;4791A;1
5610A;4791B;3
5610A;4799A;1
5610A;4932Z;4
5610A;4941B;1
5610A;5221Z;1
5610A;5320Z;2
5610A;5510Z;32
5610A;5520Z;24
5610A;5530Z;3
5610A;5610A;76
5610A;5610B;5
5610A;5610C;177
5610A;5621Z;44
5610A;5630Z;122
5610A;5814Z;1
5610A;6201Z;1
5610A;6420Z;44
5610A;6430Z;2
5610A;6630Z;28
5610A;6810Z;13
5610A;6820A;8
5610A;6820B;136
5610A;6831Z;3
5610A;6832A;4
5610A;6920Z;1
5610A;7010Z;37
5610A;7021Z;1
5610A;7022Z;16
5610A;7410Z;1
5610A;7711A;2
5610A;7721Z;3
5610A;7734Z;1
5610A;7740Z;2
5610A;7911Z;1
5610A;8121Z;3
5610A;8211Z;5
5610A;8230Z;2
5610A;8299Z;2
5610A;8559A;1
5610A;9002Z;2
5610A;9004Z;1
5610A;9312Z;1
5610A;9313Z;1
5610A;9319Z;1
5610A;9321Z;1
5610A;9329Z;4
5610A;9529Z;1
5610A;9601B;2
5610A;9602A;2
5610A;9603Z;1
5610A;9609Z;3
5610B;4730Z;1
5610B;5610A;4
5610B;5610B;1
5610B;5610C;5
5610B;9311Z;1
5610C;1032Z;1
5610C;1039A;1
5610C;1052Z;2
5610C;1071B;4
5610C;1071C;14
5610C;1071D;5
5610C;1082Z;1
5610C;1085Z;2
5610C;1089Z;1
5610C;3250A;1
5610C;4110A;2
5610C;4110B;1
5610C;4321A;2
5610C;4322B;1
5610C;4332A;1
5610C;4399C;3
5610C;4511Z;4
5610C;4520A;1
5610C;4540Z;1
5610C;4619A;1
5610C;4619B;1
5610C;4631Z;2
5610C;4634Z;1
5610C;4639B;1
5610C;4641Z;1
5610C;4649Z;1
5610C;4690Z;1
5610C;4711B;9
5610C;4711C;1
5610C;4719B;1
5610C;4721Z;2
5610C;4722Z;6
5610C;4723Z;1
5610C;4724Z;2
5610C;4725Z;2
5610C;4729Z;6
5610C;4730Z;2
5610C;4771Z;2
5610C;4778C;2
5610C;4781Z;3
5610C;4789Z;3
5610C;4791B;1
5610C;4932Z;1
5610C;4939B;1
5610C;4941A;2
5610C;5320Z;2
5610C;5510Z;4
5610C;5520Z;6
5610C;5530Z;2
5610C;5610A;285
5610C;5610B;1
5610C;5610C;97
5610C;5621Z;18
5610C;5629A;3
5610C;5630Z;26
5610C;5819Z;1
5610C;5920Z;1
5610C;6202A;2
5610C;6420Z;7
5610C;6630Z;2
5610C;6810Z;4
5610C;6820A;2
5610C;6820B;38
5610C;6831Z;2
5610C;7010Z;12
5610C;7022Z;5
5610C;7120B;2
5610C;7420Z;2
5610C;7711A;1
5610C;7721Z;2
5610C;7740Z;2
5610C;7830Z;1
5610C;8211Z;4
5610C;8219Z;1
5610C;8230Z;1
5610C;8299Z;1
5610C;8559A;1
5610C;8559B;1
5610C;9103Z;1
5610C;9311Z;1
5610C;9321Z;2
5610C;9329Z;1
5610C;9601B;1
5610C;9602A;1
5610C;9602B;1
5610C;9604Z;1
5610C;9609Z;2
5621Z;1013A;1
5621Z;1013B;2
5621Z;1089Z;1
5621Z;4120A;1
5621Z;4332A;1
5621Z;4669C;1
5621Z;4722Z;3
5621Z;4724Z;1
5621Z;4725Z;1
5621Z;4729Z;1
5621Z;4781Z;3
5621Z;4791B;2
5621Z;4932Z;1
5621Z;5510Z;1
5621Z;5610A;24
5621Z;5610B;2
5621Z;5610C;20
5621Z;5621Z;10
5621Z;5629A;2
5621Z;5629B;1
5621Z;6420Z;2
5621Z;6820B;2
5621Z;7410Z;1
5621Z;9329Z;2
5629A;1085Z;1
5629A;5629A;1
5629A;5629B;2
5629B;5610C;1
5629B;5621Z;1
5629B;5629A;4
5630Z;0121Z;1
5630Z;1013B;1
5630Z;1039A;1
5630Z;1105Z;2
5630Z;1107B;1
5630Z;3109B;1
5630Z;4312A;1
5630Z;4322A;1
5630Z;4611Z;1
5630Z;4617B;1
5630Z;4634Z;1
5630Z;4671Z;1
5630Z;4711B;1
5630Z;4722Z;1
5630Z;4725Z;3
5630Z;4726Z;1
5630Z;4729Z;2
5630Z;4761Z;1
5630Z;4762Z;1
5630Z;4764Z;2
5630Z;4771Z;1
5630Z;4781Z;1
5630Z;4932Z;1
5630Z;5510Z;3
5630Z;5520Z;2
5630Z;5530Z;2
5630Z;5610A;195
5630Z;5610B;1
5630Z;5610C;37
5630Z;5621Z;4
5630Z;5629A;1
5630Z;5630Z;68
5630Z;5914Z;1
5630Z;6420Z;7
5630Z;6630Z;2
5630Z;6810Z;2
5630Z;6820A;1
5630Z;6820B;35
5630Z;6831Z;1
5630Z;6832B;1
5630Z;7010Z;10
5630Z;7022Z;7
5630Z;7410Z;1
5630Z;7721Z;2
5630Z;7740Z;1
5630Z;8211Z;3
5630Z;9002Z;1
5630Z;9004Z;1
5630Z;9104Z;1
5630Z;9312Z;1
5630Z;9319Z;1
5630Z;9321Z;1
5630Z;9329Z;10
5630Z;9529Z;2
5630Z;9609Z;1
5811Z;0146Z;1
5811Z;1072Z;1
5811Z;4619B;1
5811Z;4649Z;1
5811Z;4719B;1
5811Z;5520Z;1
5811Z;5811Z;2
5811Z;5814Z;2
5811Z;5829C;1
5811Z;5913B;1
5811Z;5920Z;2
5811Z;7022Z;1
5811Z;7111Z;1
5811Z;7311Z;2
5811Z;9001Z;1
5812Z;4619A;1
5812Z;6311Z;1
5813Z;1811Z;2
5813Z;1813Z;1
5813Z;5814Z;8
5813Z;6010Z;1
5813Z;6020B;1
5813Z;6810Z;1
5813Z;7021Z;1
5813Z;7311Z;1
5813Z;7312Z;2
5813Z;7420Z;1
5813Z;8230Z;2
5813Z;8559B;1
5814Z;1413Z;1
5814Z;2511Z;1
5814Z;4619B;1
5814Z;4761Z;1
5814Z;4778C;2
5814Z;5811Z;6
5814Z;5813Z;2
5814Z;5814Z;5
5814Z;5819Z;4
5814Z;6311Z;1
5814Z;6312Z;1
5814Z;6820B;1
5814Z;7021Z;1
5814Z;7311Z;5
5814Z;7312Z;3
5814Z;8230Z;1
5819Z;1812Z;3
5819Z;1813Z;1
5819Z;4649Z;2
5819Z;4762Z;1
5819Z;5811Z;7
