NACE1;NACE2;weight
1072;2222;0.862882392
1072;2351;0.764816271
1072;2352;0.792459899
1072;2369;0.772642404
1072;2511;0.762346061
1072;2512;0.762273373
1072;2591;0.824192235
1072;2592;0.813950139
1072;2732;0.760593669
1072;3511;0.79913825
1072;3811;0.753740433
1073;0122;0.786125263
1073;1039;0.756760861
1073;1085;1
1081;0115;0.764650998
1081;0105;0.792358325
1081;1032;0.762537766
1081;1039;0.766218968
1081;1041;0.760316916
1081;1071;0.752837465
1081;1072;0.752837465
1081;1105;0.794512384
1081;1107;0.777676155
1081;2222;0.767467581
1081;2352;0.763674129
1081;3511;0.768364092
1081;3811;0.768287995
1082;1041;0.758199078
1082;1051;0.796714862
1082;1052;0.774043077
1082;1071;0.793548558
1082;1072;0.793548558
1082;1086;0.751479877
1082;1089;0.754617094
1082;1105;0.759616799
1082;2591;0.752875167
1082;5819;0.755069859
1083;0115;0.757344718
1083;0122;0.788140489
1083;0127;0.994463364
1083;0128;0.792712739
1083;0203;0.795099642
1083;120;0.763285864
1083;2441;0.767429512
1084;0113;0.792769392
1084;0122;0.760565529
1084;0126;0.801462754
1084;0128;0.809402774
1084;0311;0.764942549
1084;0312;0.764942549
1084;0893;0.79971208
1084;1013;0.755996251
1084;1002;0.786223836
1084;1032;0.823013422
1084;1039;0.812468996
1084;1042;0.800047005
1084;1052;0.755000066
1084;1061;0.785924203
1084;1071;0.818072094
1084;1072;0.818072094
1084;1086;0.78219829
1084;1105;0.830580721
1084;1107;0.797050716
1084;120;0.767339861
1084;1721;0.8146744
1084;2222;0.803126701
1084;2352;0.778906457
1084;2591;0.789311933
1084;3811;0.756574511
1085;0122;0.786125263
1085;1039;0.756760861
1085;1073;1
1086;0113;0.751729731
1086;0141;0.772115737
1086;0142;0.774538136
1086;1011;0.763887235
1086;1013;0.90116538
1086;1032;0.757890649
1086;1051;0.837228922
1086;1052;0.784494155
1086;1061;0.943804958
1086;1082;0.751479877
1086;1084;0.78219829
1086;1089;0.979159038
1086;1091;0.833697115
1086;1092;0.833767628
1086;1105;0.812213826
1086;1107;0.771841414
1086;2041;0.787204557
1086;2369;0.767977117
1086;2591;0.764564865
1086;2592;0.781546369
1086;5819;0.76285295
1089;0113;0.752903569
1089;1011;0.802805852
1089;1013;0.858353687
1089;1051;0.839053467
1089;1052;0.758747519
1089;1061;0.942502141
1089;1082;0.754617094
1089;1086;0.979159038
1089;1091;0.844445639
1089;1092;0.843534666
1089;1105;0.770296566
1089;2041;0.78208372
1089;2369;0.76123952
1089;2591;0.755283697
1089;2592;0.782814284
1089;5819;0.770827628
1091;1013;0.808904746
1091;1051;0.784965929
1091;1061;0.839559381
1091;1086;0.833697115
1091;1089;0.844445639
1091;1092;0.999112332
1091;1105;0.809698359
1091;2041;0.770201301
1091;2591;0.774638919
1091;2592;0.828932461
1091;5819;0.774159305
1092;1013;0.814744913
1092;1051;0.786789738
1092;1052;0.752228186
1092;1061;0.837696867
1092;1086;0.833767628
1092;1089;0.843534666
1092;1091;0.999112332
1092;1105;0.813713147
1092;2041;0.77035734
1092;2591;0.780265184
1092;2592;0.832484089
1092;5819;0.777216719
1102;0124;0.802192821
1102;1104;0.823960586
1103;1013;0.760418048
1103;1051;0.779881996
1103;1052;0.754707414
1103;1105;0.760588427
1104;1102;0.823960586
1105;0113;0.760084372
1105;0126;0.773901542
1105;0103;0.752021876
1105;0141;0.797551958
1105;0142;0.798269399
1105;0147;0.786332781
1105;0149;0.773682098
1105;1013;0.853287926
1105;1032;0.776772149
1105;1042;0.751892132
1105;1051;0.795852595
1105;1052;0.865895401
1105;1061;0.810701043
1105;1071;0.860556578
1105;1072;0.860556578
1105;1081;0.794512384
1105;1082;0.759616799
1105;1084;0.830580721
1105;1086;0.812213826
1105;1089;0.770296566
1105;1091;0.809698359
1105;1092;0.813713147
1105;1103;0.760588427
1105;1107;0.921387385
1105;120;0.7500889
1105;1721;0.806297684
1105;2003;0.784225779
1105;2041;0.817032004
1105;2222;0.814865146
1105;2332;0.758825839
1105;2352;0.762315672
1105;2511;0.754352163
1105;2512;0.757560866
1105;2591;0.792020599
1105;2592;0.809838603
1105;3511;0.81594532
1105;3811;0.794576334
1105;5813;0.756099551
1105;5814;0.756099551
1105;5819;0.763986861
1106;1011;0.769677779
1106;2803;0.795900054
1106;2902;0.752883636
1107;0113;0.763906731
1107;0126;0.802882559
1107;0141;0.769674002
1107;0142;0.770613089
1107;1013;0.824493058
1107;1032;0.755892318
1107;1039;0.753738412
1107;1052;0.844333787
1107;1061;0.765348385
1107;1071;0.828707949
1107;1072;0.828707949
1107;1081;0.777676155
1107;1084;0.797050716
1107;1086;0.771841414
1107;1105;0.921387385
1107;1431;0.755039295
1107;1721;0.797787867
1107;2003;0.750401735
1107;2041;0.794463848
1107;2221;0.762495565
1107;2222;0.803219029
1107;2351;0.781590253
1107;2352;0.778244408
1107;2511;0.775596113
1107;2512;0.780269058
1107;2591;0.786709755
1107;2592;0.78315025
1107;3511;0.801866469
120;0113;0.764091319
120;0115;0.895763845
120;0122;0.765333236
120;0126;0.785796975
120;0311;0.763957229
120;0312;0.763957229
120;0893;0.768790228
120;1032;0.753290832
120;1039;0.786653529
120;1071;0.798724164
120;1072;0.798724164
120;1083;0.763285864
120;1084;0.767339861
120;1105;0.7500889
120;1412;0.779805571
120;1413;0.762811826
120;1414;0.77836088
120;1439;0.762951894
120;1721;0.803228825
120;2222;0.760221114
120;2351;0.750140093
1301;0116;0.947391882
1302;1396;0.753473019
1302;2006;0.776593128
1302;2599;0.786741547
1392;1411;0.799895441
1392;1412;0.823513902
1392;1413;0.848045096
1392;1414;0.828873836
1392;1419;0.838449083
1392;1431;0.810659522
1392;1439;0.785848925
1392;1502;0.790684906
1392;2307;0.752170991
1392;3101;0.751466969
1392;3102;0.751466969
1392;3103;0.828517821
1392;3109;0.760295651
1392;3203;0.82203398
1394;0311;0.770487407
1394;0312;0.770487407
1394;1002;0.813823469
1394;1412;0.791205612
1394;1413;0.791155891
1394;1414;0.815355532
1394;1439;0.773863521
1394;2351;0.759566662
1396;1302;0.753473019
1396;2593;0.759748368
1399;2894;0.753093435
1411;1392;0.799895441
1411;1412;0.810441658
1411;1413;0.827890587
1411;1414;0.8197616
1411;1419;0.93375593
1411;1439;0.791100758
1411;1502;0.816857227
1411;3203;0.868987579
1411;3299;0.815107815
1412;0115;0.817823769
1412;0126;0.813704551
1412;1039;0.795538781
1412;1071;0.766946096
1412;1072;0.766946096
1412;120;0.779805571
1412;1392;0.823513902
1412;1394;0.791205612
1412;1411;0.810441658
1412;1413;0.988885485
1412;1414;0.980063571
1412;1419;0.910161717
1412;1431;0.836158454
1412;1439;0.96022547
1412;1502;0.822052061
1412;1721;0.810307229
1412;2222;0.767701317
1412;2351;0.769223837
1412;2731;0.79192053
1412;2732;0.804006999
1412;3203;0.836041828
1413;0115;0.798128528
1413;0126;0.796665728
1413;1039;0.773798581
1413;120;0.762811826
1413;1392;0.848045096
1413;1394;0.791155891
1413;1411;0.827890587
1413;1412;0.988885485
1413;1414;0.98256335
1413;1419;0.921238649
1413;1431;0.852509568
1413;1439;0.958336778
1413;1502;0.842441316
1413;1721;0.777578749
1413;2731;0.779394373
1413;2732;0.788772882
1413;3203;0.854783895
1414;0115;0.815789384
1414;0122;0.750447257
1414;0126;0.798664455
1414;0311;0.761459811
1414;0312;0.761459811
1414;1002;0.761619007
1414;1039;0.79403329
1414;120;0.77836088
1414;1392;0.828873836
1414;1394;0.815355532
1414;1411;0.8197616
1414;1412;0.980063571
1414;1413;0.98256335
1414;1419;0.917000925
1414;1431;0.827683405
1414;1439;0.972262784
1414;1502;0.823345809
1414;1721;0.770542238
1414;2351;0.75297775
1414;2731;0.767329694
1414;2732;0.775423789
1414;3203;0.835595477
1419;1392;0.838449083
1419;1411;0.93375593
1419;1412;0.910161717
1419;1413;0.921238649
1419;1414;0.917000925
1419;1431;0.771138926
1419;1439;0.901070194
1419;1502;0.856390047
1419;3203;0.889535034
1419;3299;0.751611861
1431;1052;0.754114116
1431;1107;0.755039295
1431;1392;0.810659522
1431;1412;0.836158454
1431;1413;0.852509568
1431;1414;0.827683405
1431;1419;0.771138926
1431;1439;0.794296416
1431;1502;0.762981852
1431;2307;0.750960642
1431;2511;0.7691683
1431;2512;0.774075185
1431;2731;0.767643183
1431;2732;0.784563251
1431;2752;0.763141312
1431;3101;0.851206537
1431;3102;0.851206537
1431;3103;0.818676987
1431;3109;0.835839241
1431;3203;0.777347457
1439;0115;0.822472498
1439;0122;0.751638508
1439;0126;0.780104168
1439;0311;0.759674485
1439;0312;0.759674485
1439;1002;0.754016031
1439;1039;0.800327231
1439;120;0.762951894
1439;1392;0.785848925
1439;1394;0.773863521
1439;1411;0.791100758
1439;1412;0.96022547
1439;1413;0.958336778
1439;1414;0.972262784
1439;1419;0.901070194
1439;1431;0.794296416
1439;1502;0.814279851
1439;1721;0.763711238
1439;2731;0.761866363
1439;2732;0.770224076
1439;3203;0.823208387
1511;0115;0.775796627
1511;0893;0.788616686
1511;1039;0.757718776
1511;2351;0.760383436
1511;2441;0.753055576
1512;3213;0.768446374
1512;3299;0.772658215
1512;9602;0.756319948
1502;1392;0.790684906
1502;1411;0.816857227
1502;1412;0.822052061
1502;1413;0.842441316
1502;1414;0.823345809
1502;1419;0.856390047
1502;1431;0.762981852
1502;1439;0.814279851
1502;3203;0.951085985
1601;0141;0.779142535
1601;0142;0.77840022
1601;0202;0.975707455
1601;1042;0.751826806
1601;1621;0.861098402
1601;1622;0.814513482
1601;1623;0.815949555
1601;2015;0.847993323
1601;2361;0.790463426
1601;2511;0.754764891
1601;3511;0.771089966
1621;0141;0.797326666
1621;0142;0.793205359
1621;0105;0.757575314
1621;0202;0.833291105
1621;1013;0.813404436
1621;1042;0.751477391
1621;1051;0.755710211
1621;1601;0.861098402
1621;1622;0.86801225
1621;1623;0.814968387
1621;2015;0.779577014
1621;2352;0.767117802
1621;2361;0.785269988
1621;2369;0.814100893
1621;2511;0.824017747
1621;2512;0.819113344
1621;2733;0.795250616
1621;2752;0.752446652
1621;3101;0.776798751
1621;3102;0.776798751
1621;3109;0.751512097
1621;3511;0.752820986
1622;0141;0.753407696
1622;0202;0.789873496
1622;1013;0.81172445
1622;1601;0.814513482
1622;1621;0.86801225
1622;1623;0.913089302
1622;1721;0.767658143
1622;2222;0.751429153
1622;2223;0.754706753
1622;2361;0.857872453
1622;2369;0.858539126
1622;2433;0.822587376
1622;2511;0.9096228
1622;2512;0.902710942
1622;2521;0.767441292
1622;2591;0.771456318
1622;2592;0.764549935
1622;2731;0.76835019
1622;2732;0.781686489
1622;2733;0.858175803
1622;2752;0.779594533
1622;2902;0.783313378
1622;3099;0.830973413
1622;3101;0.853564882
1622;3102;0.853564882
1622;3109;0.809957996
1623;0141;0.751779476
1623;0202;0.801978938
1623;1013;0.789024357
1623;1052;0.757373449
1623;1601;0.815949555
1623;1621;0.814968387
1623;1622;0.913089302
1623;1721;0.798993
1623;2222;0.752347178
1623;2361;0.983305373
1623;2369;0.839984931
1623;2433;0.808663567
1623;2511;0.928016341
1623;2512;0.878955255
1623;2591;0.790877901
1623;2592;0.752649943
1623;2731;0.780910574
1623;2732;0.79799506
1623;2733;0.803077587
1623;2902;0.757462435
1623;3099;0.825035239
1623;3101;0.801010239
1623;3102;0.801010239
1623;3109;0.761846374
1623;3511;0.760276023
1629;3203;0.756091301
1712;2016;0.767845811
1712;2391;0.758989846
1712;2401;0.767193304
1712;2432;0.841878234
1712;2815;0.758997978
1712;2803;0.777073596
1712;2892;0.786763576
1721;0115;0.750683169
1721;0126;0.820818143
1721;1039;0.756142278
1721;1042;0.77256512
1721;1052;0.805451656
1721;1071;0.865844484
1721;1072;0.865844484
1721;1084;0.8146744
1721;1105;0.806297684
1721;1107;0.797787867
1721;120;0.803228825
1721;1412;0.810307229
1721;1413;0.777578749
1721;1414;0.770542238
1721;1439;0.763711238
1721;1622;0.767658143
1721;1623;0.798993
1721;2041;0.788454168
1721;2221;0.761525047
1721;2222;0.863607964
1721;2352;0.760027096
1721;2361;0.811390673
1721;2369;0.797822435
1721;2511;0.829885586
1721;2512;0.817820735
1721;2529;0.767890492
1721;2591;0.852235462
1721;2592;0.799256207
1721;2731;0.796176879
1721;2732;0.816248862
1721;3511;0.751045666
1721;5819;0.794998714
1722;1723;0.897511778
1722;1729;0.874045202
1723;1722;0.897511778
1723;1729;0.833902855
1729;1722;0.874045202
1729;1723;0.833902855
1729;2592;0.754459245
1813;2059;0.783274615
1813;2651;0.753423643
1813;2812;0.7905332
1813;2813;0.772801542
1813;2814;0.782682154
1813;2815;0.752784005
1813;2829;0.790628184
1813;2841;0.813362259
1813;2894;0.812834103
1813;2895;0.784536542
1813;2899;0.845355136
1901;2401;0.778758589
1902;0602;0.806377821
1902;2015;0.774138928
1902;2351;0.759417554
1902;3812;0.979533939
2012;2014;0.751463849
2013;2445;0.798103736
2013;2446;0.961056928
2013;2503;0.761986268
2013;3003;0.760709942
2014;2012;0.751463849
2014;2016;0.807485459
2014;2059;0.786105487
2015;0105;0.794750831
2015;0202;0.830393026
2015;1601;0.847993323
2015;1621;0.779577014
2015;1902;0.774138928
2015;3812;0.751887306
2016;1712;0.767845811
2016;2014;0.807485459
2016;2017;0.752924434
