NACE1;NACE2;weight
2016;2059;0.768396618
2016;2432;0.762728353
2016;2892;0.758021866
2017;2016;0.752924434
2017;2059;0.781009845
2017;2811;0.765888076
2017;2813;0.779718137
2003;1052;0.78390487
2003;1105;0.784225779
2003;1107;0.750401735
2003;2041;0.797405501
2003;2042;0.761217447
2003;2221;0.839545769
2003;2591;0.760957473
2003;2592;0.78180526
2003;5811;0.756436373
2003;5813;0.814914859
2003;5814;0.814914859
2003;5819;0.859854502
2041;0113;0.756012934
2041;0124;0.751995856
2041;1013;0.794547492
2041;1032;0.784222754
2041;1039;0.759795273
2041;1052;0.873880459
2041;1061;0.829313701
2041;1071;0.815636326
2041;1072;0.815636326
2041;1086;0.787204557
2041;1089;0.78208372
2041;1091;0.770201301
2041;1092;0.77035734
2041;1105;0.817032004
2041;1107;0.794463848
2041;1721;0.788454168
2041;2003;0.797405501
2041;2221;0.844178276
2041;2222;0.795844895
2041;2332;0.772062147
2041;2369;0.760302412
2041;2433;0.776364179
2041;2511;0.791081512
2041;2512;0.78700774
2041;2529;0.820370857
2041;2591;0.839457936
2041;2592;0.874303596
2041;2732;0.758480285
2041;5813;0.761365373
2041;5814;0.761365373
2041;5819;0.817665053
2042;2003;0.761217447
2052;1062;0.788401281
2052;2059;0.767648114
2052;2822;0.756975341
2052;2803;0.794322488
2059;0143;0.775140392
2059;1813;0.783274615
2059;2014;0.786105487
2059;2016;0.768396618
2059;2017;0.781009845
2059;2052;0.767648114
2059;2101;0.752386581
2059;2445;0.823215274
2059;2651;0.800995134
2059;2606;0.828483613
2059;2811;0.758225377
2059;2822;0.880040038
2059;2829;0.769443523
2059;2803;0.781644824
2059;2899;0.760488484
2059;3003;0.754941768
2006;1302;0.776593128
2101;2059;0.752386581
2101;2102;0.996142506
2101;2606;0.754854338
2102;2101;0.996142506
2211;2733;0.766625622
2211;2751;0.754200635
2219;2302;0.77754065
2219;2343;0.753410568
2219;2391;0.766058989
2219;2402;0.779165214
2219;2521;0.756041295
2219;2572;0.792365229
2219;2711;0.76875034
2219;2733;0.756451134
2219;2704;0.754874664
2219;2751;0.831808557
2219;2813;0.825646721
2219;2815;0.819674951
2219;2825;0.852134011
2219;2901;0.794560668
2219;2931;0.799287158
2219;2932;0.918993889
2219;3002;0.764874974
2219;3092;0.819096152
2221;1052;0.811297477
2221;1061;0.782487315
2221;1071;0.767664678
2221;1072;0.767664678
2221;1107;0.762495565
2221;1721;0.761525047
2221;2003;0.839545769
2221;2041;0.844178276
2221;2222;0.782564874
2221;2361;0.768628557
2221;2369;0.805875954
2221;2433;0.793993485
2221;2511;0.817249621
2221;2512;0.816283891
2221;2529;0.795568772
2221;2591;0.800903603
2221;2592;0.803007669
2221;2733;0.75258279
2221;5813;0.762811713
2221;5814;0.762811713
2221;5819;0.808715015
2222;0126;0.811334028
2222;0149;0.755513416
2222;1013;0.763827644
2222;1032;0.788857603
2222;1039;0.770451202
2222;1042;0.770211896
2222;1052;0.787242407
2222;1061;0.751897243
2222;1071;0.862882392
2222;1072;0.862882392
2222;1081;0.767467581
2222;1084;0.803126701
2222;1105;0.814865146
2222;1107;0.803219029
2222;120;0.760221114
2222;1412;0.767701317
2222;1622;0.751429153
2222;1623;0.752347178
2222;1721;0.863607964
2222;2041;0.795844895
2222;2221;0.782564874
2222;2351;0.758292675
2222;2352;0.778183119
2222;2361;0.771946549
2222;2369;0.811529081
2222;2511;0.777928244
2222;2512;0.771314527
2222;2529;0.752566751
2222;2591;0.833093832
2222;2592;0.784961878
2222;3511;0.762088259
2222;3811;0.761256889
2223;1622;0.754706753
2223;2433;0.776861282
2223;2511;0.781425762
2223;2512;0.799385769
2223;2733;0.838589474
2223;2751;0.800111228
2223;2825;0.771275109
2223;3101;0.760063325
2223;3102;0.760063325
2229;2319;0.819237473
2229;2704;0.858943844
2312;2302;0.794641861
2312;2572;0.766668672
2312;2593;0.751672605
2312;2704;0.817904069
2312;2751;0.787285497
2312;2752;0.768905198
2312;2815;0.756861352
2312;2825;0.75959379
2312;2902;0.762666293
2312;2931;0.763853268
2312;2932;0.791612858
2312;3092;0.762213952
2312;370;0.759191399
2313;2319;0.7968601
2313;2752;0.781524968
2319;2229;0.819237473
2319;2313;0.7968601
2319;2704;0.778754293
2302;2219;0.77754065
2302;2312;0.794641861
2302;2402;0.750661788
2302;2431;0.814465556
2302;2432;0.779967638
2302;2451;0.784642509
2302;2572;0.795213285
2302;2594;0.798928022
2302;2704;0.790122244
2302;2813;0.757684264
2302;2815;0.832186615
2302;2821;0.758260176
2302;2932;0.815489179
2302;3002;0.836199245
2302;3092;0.791957286
2332;1013;0.775898698
2332;1052;0.792587587
2332;1105;0.758825839
2332;2041;0.772062147
2332;2433;0.770423549
2332;2511;0.753326288
2332;2512;0.75926333
2332;2521;0.764235543
2332;2591;0.763167857
2332;2592;0.76726995
2332;2893;0.750073378
2332;5813;0.81136421
2332;5814;0.81136421
2342;2511;0.782572054
2342;2512;0.783927744
2342;2731;0.854464206
2342;2732;0.860826822
2342;2752;0.781069925
2342;2709;0.787551774
2342;2931;0.805663599
2342;3101;0.758953054
2342;3102;0.758953054
2343;2219;0.753410568
2343;2391;0.81971075
2343;2572;0.769568599
2343;2711;0.75705374
2343;2733;0.791208859
2343;2704;0.804078356
2343;2751;0.806039385
2343;2813;0.790728971
2343;2815;0.792139838
2343;2825;0.808461399
2343;2891;0.758510821
2343;2932;0.817741804
2343;3092;0.834232005
2344;2849;0.778604227
2349;2823;0.756523783
2351;0115;0.779611518
2351;0122;0.759839205
2351;0126;0.819669038
2351;0893;0.764915277
2351;1039;0.756409888
2351;1071;0.764816271
2351;1072;0.764816271
2351;1107;0.781590253
2351;120;0.750140093
2351;1394;0.759566662
2351;1412;0.769223837
2351;1414;0.75297775
2351;1511;0.760383436
2351;1902;0.759417554
2351;2222;0.758292675
2351;2352;0.770432329
2351;3511;0.769282222
2351;3812;0.754427481
2352;0126;0.759605346
2352;0149;0.76591406
2352;0811;0.790073655
2352;0812;0.760326448
2352;1039;0.773469276
2352;1042;0.752413483
2352;1061;0.783144444
2352;1071;0.792459899
2352;1072;0.792459899
2352;1081;0.763674129
2352;1084;0.778906457
2352;1105;0.762315672
2352;1107;0.778244408
2352;1621;0.767117802
2352;1721;0.760027096
2352;2222;0.778183119
2352;2351;0.770432329
2352;2369;0.75304605
2352;2511;0.75283599
2352;2591;0.756735808
2352;3511;0.781350591
2352;3811;0.769906431
2361;0202;0.782581219
2361;1013;0.780715202
2361;1052;0.768378815
2361;1601;0.790463426
2361;1621;0.785269988
2361;1622;0.857872453
2361;1623;0.983305373
2361;1721;0.811390673
2361;2221;0.768628557
2361;2222;0.771946549
2361;2369;0.872297431
2361;2433;0.794945354
2361;2511;0.917928644
2361;2512;0.865373504
2361;2591;0.816449126
2361;2592;0.763698449
2361;2731;0.772241425
2361;2732;0.790753891
2361;2733;0.789568294
2361;3099;0.814785635
2361;3101;0.773104004
2361;3102;0.773104004
2361;3511;0.771635893
2362;2369;0.838642866
2365;2369;0.791122115
2365;2433;0.759720067
2365;2511;0.779902484
2365;2512;0.793688959
2369;0147;0.790942967
2369;0149;0.783985424
2369;1013;0.812144744
2369;1051;0.758611958
2369;1052;0.800690758
2369;1061;0.759937635
2369;1071;0.772642404
2369;1072;0.772642404
2369;1086;0.767977117
2369;1089;0.76123952
2369;1621;0.814100893
2369;1622;0.858539126
2369;1623;0.839984931
2369;1721;0.797822435
2369;2041;0.760302412
2369;2221;0.805875954
2369;2222;0.811529081
2369;2352;0.75304605
2369;2361;0.872297431
2369;2362;0.838642866
2369;2365;0.791122115
2369;2433;0.801843475
2369;2511;0.892217903
2369;2512;0.889587781
2369;2591;0.850992029
2369;2592;0.831460251
2369;2731;0.753321498
2369;2732;0.772186925
2369;2733;0.828150949
2369;2752;0.78275359
2369;2902;0.756211612
2369;2931;0.75387123
2369;3099;0.80719346
2369;3101;0.79025732
2369;3102;0.79025732
2369;3109;0.759436144
2369;3511;0.789401183
2307;0811;0.79058682
2307;1392;0.752170991
2307;1431;0.750960642
2391;1712;0.758989846
2391;2219;0.766058989
2391;2343;0.81971075
2391;2431;0.756156287
2391;2432;0.807413788
2391;2452;0.751598709
2391;2573;0.855980442
2391;2593;0.759069411
2391;2594;0.814456517
2391;2704;0.774526117
2391;2751;0.766084602
2391;2811;0.796081191
2391;2812;0.852216206
2391;2813;0.805422273
2391;2814;0.861359692
2391;2815;0.795940116
2391;2821;0.815368932
2391;2841;0.759431079
2391;2891;0.759098579
2391;2892;0.757607356
2391;2894;0.774954226
2391;2895;0.758515741
2391;2899;0.816149748
2391;2901;0.795116283
2391;2932;0.859478603
2391;3002;0.750248608
2391;3092;0.783319296
2401;1712;0.767193304
2401;1901;0.778758589
2401;2431;0.756282143
2401;2432;0.863336274
2402;2219;0.779165214
2402;2302;0.750661788
2402;2431;0.802944102
2402;2594;0.806077999
2402;2815;0.788484849
2402;2891;0.806223385
2402;2932;0.787335449
2402;3092;0.75190689
2431;2302;0.814465556
2431;2391;0.756156287
2431;2401;0.756282143
2431;2402;0.802944102
2431;2432;0.792080026
2431;2433;0.818102906
2431;2821;0.801573477
2431;2891;0.792684197
2431;2932;0.777582592
2431;3002;0.808438917
2432;1712;0.841878234
2432;2016;0.762728353
2432;2302;0.779967638
2432;2391;0.807413788
2432;2401;0.863336274
2432;2431;0.792080026
2432;2594;0.779786253
2432;2704;0.768179494
2432;2812;0.752154501
2432;2813;0.774472618
2432;2815;0.85266255
2432;2821;0.768981367
2432;2822;0.795109128
2432;2891;0.783025202
2432;2894;0.80248363
2432;2895;0.778401008
2432;2932;0.775264152
2432;3002;0.7578912
2433;1052;0.771163345
2433;1622;0.822587376
2433;1623;0.808663567
2433;2041;0.776364179
2433;2221;0.793993485
2433;2223;0.776861282
2433;2332;0.770423549
2433;2361;0.794945354
2433;2365;0.759720067
2433;2369;0.801843475
2433;2431;0.818102906
2433;2511;0.919591032
2433;2512;0.929072166
2433;2521;0.768248023
2433;2591;0.814836817
2433;2592;0.797492114
2433;2732;0.759964703
2433;2733;0.839115077
2433;2752;0.776200275
2433;2931;0.784755852
2433;3101;0.772789616
2433;3102;0.772789616
2433;5813;0.776716683
2433;5814;0.776716683
2441;0122;0.783083487
2441;0127;0.768541714
2441;1083;0.767429512
2441;1511;0.753055576
2445;2013;0.798103736
2445;2059;0.823215274
2445;2446;0.793145494
2445;2811;0.758044012
2445;2822;0.769255696
2445;3003;0.849580975
2445;3832;0.772615521
2445;9003;0.807195599
2446;0501;0.750858725
2446;2013;0.961056928
2446;2445;0.793145494
2451;2302;0.784642509
2451;2452;0.928519703
2451;2594;0.791416346
2452;2391;0.751598709
2452;2451;0.928519703
2452;2594;0.782786696
2452;2812;0.775953767
2452;2814;0.775655282
2452;2815;0.762079005
2452;2899;0.774044956
2511;1013;0.815077461
2511;1042;0.759347114
2511;1052;0.801450859
2511;1071;0.762346061
2511;1072;0.762346061
2511;1105;0.754352163
2511;1107;0.775596113
2511;1431;0.7691683
2511;1601;0.754764891
2511;1621;0.824017747
2511;1622;0.9096228
2511;1623;0.928016341
2511;1721;0.829885586
2511;2041;0.791081512
2511;2221;0.817249621
2511;2222;0.777928244
2511;2223;0.781425762
2511;2332;0.753326288
2511;2342;0.782572054
2511;2352;0.75283599
2511;2361;0.917928644
2511;2365;0.779902484
2511;2369;0.892217903
2511;2433;0.919591032
2511;2512;0.991899635
2511;2521;0.7531226
2511;2529;0.761515543
2511;2591;0.84674173
2511;2592;0.825895806
2511;2731;0.817399911
2511;2732;0.834602109
2511;2733;0.878923501
2511;2752;0.80967322
2511;2709;0.761201636
2511;2902;0.759037225
2511;2931;0.807109661
2511;3099;0.827044803
2511;3101;0.840455433
2511;3102;0.840455433
2511;3109;0.797601806
2511;3511;0.779573283
2511;5813;0.791774799
2511;5814;0.791774799
2511;5819;0.764697664
2512;1013;0.810285717
2512;1052;0.797150829
2512;1071;0.762273373
2512;1072;0.762273373
2512;1105;0.757560866
2512;1107;0.780269058
2512;1431;0.774075185
2512;1621;0.819113344
2512;1622;0.902710942
2512;1623;0.878955255
2512;1721;0.817820735
2512;2041;0.78700774
2512;2221;0.816283891
2512;2222;0.771314527
2512;2223;0.799385769
2512;2332;0.75926333
2512;2342;0.783927744
2512;2361;0.865373504
2512;2365;0.793688959
2512;2369;0.889587781
2512;2433;0.929072166
2512;2511;0.991899635
2512;2521;0.761014404
2512;2591;0.841586218
2512;2592;0.83033545
2512;2731;0.809930581
2512;2732;0.825843737
2512;2733;0.887781813
2512;2752;0.815072177
2512;2709;0.759156452
2512;2902;0.751391651
2512;2931;0.813930781
2512;3099;0.813562573
2512;3101;0.841998382
2512;3102;0.841998382
2512;3109;0.799567174
2512;3511;0.769303119
2512;5813;0.790669627
2512;5814;0.790669627
2512;5819;0.757406372
2521;0147;0.766592766
2521;1622;0.767441292
2521;2219;0.756041295
2521;2332;0.764235543
2521;2433;0.768248023
2521;2511;0.7531226
2521;2512;0.761014404
2521;2572;0.842921436
2521;2592;0.75556818
2521;2733;0.86842913
2521;2751;0.821806623
2521;2752;0.848438234
2521;2813;0.754594411
2521;2815;0.765814638
2521;2821;0.798306458
2521;2825;0.792319446
2521;2893;0.824045083
2521;2902;0.802402032
2521;2932;0.774957513
2521;3002;0.841041511
2521;3099;0.795358815
2521;3101;0.836427403
2521;3102;0.836427403
2521;3109;0.830414493
2521;5813;0.805982492
2521;5814;0.805982492
2529;1721;0.767890492
2529;2041;0.820370857
2529;2221;0.795568772
2529;2222;0.752566751
2529;2511;0.761515543
2529;2591;0.801276153
2529;2592;0.787185104
2529;2732;0.750445095
2503;2013;0.761986268
2504;2573;0.798594791
2572;2219;0.792365229
2572;2312;0.766668672
2572;2302;0.795213285
2572;2343;0.769568599
2572;2521;0.842921436
2572;2593;0.850577075
2572;2711;0.769780414
2572;2733;0.810617404
2572;2704;0.796643447
2572;2751;0.859835262
2572;2752;0.828340522
2572;2815;0.780940266
2572;2821;0.770144581
2572;2825;0.825483036
2572;2891;0.761470242
2572;2931;0.809836746
2572;2932;0.854090478
2572;3002;0.772392778
2572;3092;0.821149533
2572;3101;0.838255639
2572;3102;0.838255639
2572;3109;0.844837286
2573;2391;0.855980442
2573;2504;0.798594791
2573;2594;0.823288296
2573;2812;0.781635478
2573;2814;0.810565745
2573;2821;0.804271434
2573;2841;0.787250411
2573;2891;0.759425614
2573;2895;0.760872114
2573;2899;0.797974704
2591;0147;0.790831169
2591;0149;0.767409326
2591;1013;0.784166817
2591;1052;0.831882203
2591;1061;0.779999917
2591;1071;0.824192235
2591;1072;0.824192235
2591;1082;0.752875167
2591;1084;0.789311933
2591;1086;0.764564865
2591;1089;0.755283697
2591;1091;0.774638919
2591;1092;0.780265184
2591;1105;0.792020599
2591;1107;0.786709755
2591;1622;0.771456318
2591;1623;0.790877901
2591;1721;0.852235462
2591;2003;0.760957473
2591;2041;0.839457936
2591;2221;0.800903603
2591;2222;0.833093832
2591;2332;0.763167857
2591;2352;0.756735808
2591;2361;0.816449126
2591;2369;0.850992029
2591;2433;0.814836817
2591;2511;0.84674173
2591;2512;0.841586218
2591;2529;0.801276153
2591;2592;0.89437252
2591;2732;0.764164131
2591;2733;0.768804729
2591;5813;0.755043251
2591;5814;0.755043251
2591;5819;0.804969879
2592;0141;0.752910861
2592;0142;0.752447409
2592;0147;0.819238781
2592;0149;0.758828059
2592;1013;0.793212594
2592;1052;0.826075374
2592;1061;0.811951953
2592;1071;0.813950139
2592;1072;0.813950139
2592;1086;0.781546369
2592;1089;0.782814284
2592;1091;0.828932461
2592;1092;0.832484089
2592;1105;0.809838603
2592;1107;0.78315025
2592;1622;0.764549935
2592;1623;0.752649943
2592;1721;0.799256207
2592;1729;0.754459245
2592;2003;0.78180526
2592;2041;0.874303596
2592;2221;0.803007669
2592;2222;0.784961878
2592;2332;0.76726995
2592;2361;0.763698449
2592;2369;0.831460251
2592;2433;0.797492114
2592;2511;0.825895806
2592;2512;0.83033545
2592;2521;0.75556818
2592;2529;0.787185104
2592;2591;0.89437252
2592;2732;0.768772486
2592;2733;0.789712184
2592;2931;0.773736236
2592;3099;0.767506566
2592;3511;0.78378631
2592;5813;0.826141306
2592;5814;0.826141306
2592;5819;0.84438369
2593;1396;0.759748368
2593;2312;0.751672605
2593;2391;0.759069411
2593;2572;0.850577075
2593;2704;0.761361554
2593;2751;0.777579302
2593;2815;0.753435556
2593;2891;0.757422997
2593;2901;0.750335017
2593;2931;0.767525325
2593;2932;0.847920535
2593;3092;0.803387147
2594;2302;0.798928022
2594;2391;0.814456517
2594;2402;0.806077999
2594;2432;0.779786253
2594;2451;0.791416346
2594;2452;0.782786696
2594;2573;0.823288296
2594;2704;0.751303361
2594;2812;0.776351501
2594;2813;0.787357438
2594;2814;0.790927882
2594;2815;0.832015988
2594;2891;0.809351098
2594;2894;0.792139589
2594;2932;0.770888127
2594;3002;0.766422671
2594;3092;0.789204503
2599;1302;0.786741547
2612;2602;0.982447227
2612;2603;0.75571611
2612;2604;0.762721442
2612;2651;0.756655261
2612;2607;0.829866249
2612;2608;0.982447227
2612;2829;0.757284088
2612;2849;0.789365905
2612;3205;0.762981959
2612;5829;0.982447227
2612;5911;0.982447764
2612;5902;0.982395039
2602;2612;0.982447227
2602;2651;0.766796339
2602;2607;0.764687879
2602;2608;1
2602;2822;0.755198915
2602;2829;0.753152489
2602;5829;1
2602;5911;0.999999945
2602;5902;0.999999324
2603;2612;0.75571611
2603;2604;0.999315384
2603;2607;0.961131586
2603;2849;0.762242294
2604;2612;0.762721442
2604;2603;0.999315384
2604;2607;0.965043585
2604;2849;0.770050814
2604;3091;0.750062097
2651;1813;0.753423643
2651;2059;0.800995134
2651;2612;0.756655261
2651;2602;0.766796339
2651;2606;0.783674242
2651;2608;0.766796339
2651;2811;0.814385443
2651;2812;0.871139062
2651;2813;0.788633105
2651;2814;0.829483956
2651;2822;0.810139553
2651;2829;0.801237771
2651;2849;0.756996528
2651;2899;0.837245791
2651;5829;0.766796339
2651;5911;0.766859913
2651;5902;0.767063555
2652;3212;0.760606484
2652;3205;0.771340984
2652;9003;0.801541526
2606;2059;0.828483613
2606;2101;0.754854338
2606;2651;0.783674242
2606;2822;0.771661168
2606;2829;0.770906314
2606;3205;0.781983924
2607;2612;0.829866249
2607;2602;0.764687879
2607;2603;0.961131586
2607;2604;0.965043585
2607;2608;0.764687879
2607;2849;0.843111545
2607;5829;0.764687879
2607;5911;0.764657679
2607;5902;0.764620028
2608;2612;0.982447227
2608;2602;1
2608;2651;0.766796339
2608;2607;0.764687879
2608;2822;0.755198915
2608;2829;0.753152489
2608;5829;1
2608;5911;0.999999945
2608;5902;0.999999324
2711;2219;0.76875034
2711;2343;0.75705374
2711;2572;0.769780414
2711;2751;0.760331243
2711;2709;0.778195756
2711;2813;0.765960669
2711;2814;0.754639147
2711;2825;0.785954502
2711;2931;0.783259994
2711;2932;0.764046505
2731;1412;0.79192053
2731;1413;0.779394373
2731;1414;0.767329694
2731;1431;0.767643183
2731;1439;0.761866363
2731;1622;0.76835019
2731;1623;0.780910574
2731;1721;0.796176879
2731;2342;0.854464206
2731;2361;0.772241425
2731;2369;0.753321498
2731;2511;0.817399911
2731;2512;0.809930581
2731;2732;0.99393775
2731;2752;0.758310964
2731;2709;0.926480556
2731;2931;0.896099051
2731;3101;0.780007006
2731;3102;0.780007006
2731;3109;0.771335461
2732;1071;0.760593669
2732;1072;0.760593669
2732;1412;0.804006999
2732;1413;0.788772882
2732;1414;0.775423789
2732;1431;0.784563251
2732;1439;0.770224076
2732;1622;0.781686489
2732;1623;0.79799506
2732;1721;0.816248862
2732;2041;0.758480285
2732;2342;0.860826822
2732;2361;0.790753891
2732;2369;0.772186925
2732;2433;0.759964703
2732;2511;0.834602109
2732;2512;0.825843737
2732;2529;0.750445095
2732;2591;0.764164131
2732;2592;0.768772486
2732;2731;0.99393775
2732;2733;0.759226252
2732;2752;0.783363533
2732;2709;0.908522534
2732;2931;0.887801665
2732;3101;0.795314835
2732;3102;0.795314835
2732;3109;0.784944886
2733;0147;0.779768328
2733;1013;0.775173475
2733;1621;0.795250616
2733;1622;0.858175803
2733;1623;0.803077587
2733;2211;0.766625622
2733;2219;0.756451134
2733;2221;0.75258279
2733;2223;0.838589474
2733;2343;0.791208859
2733;2361;0.789568294
2733;2369;0.828150949
2733;2433;0.839115077
2733;2511;0.878923501
2733;2512;0.887781813
2733;2521;0.86842913
2733;2572;0.810617404
2733;2591;0.768804729
2733;2592;0.789712184
2733;2732;0.759226252
2733;2751;0.852571711
2733;2752;0.850801392
2733;2709;0.768993947
2733;2825;0.846398842
2733;2902;0.80007611
2733;2931;0.822478127
2733;2932;0.794407677
2733;3099;0.799711774
2733;3101;0.85664797
2733;3102;0.85664797
2733;3109;0.837361216
2733;3511;0.751202063
2733;5813;0.754025194
2733;5814;0.754025194
2733;5819;0.750443547
2704;2219;0.754874664
2704;2229;0.858943844
2704;2312;0.817904069
2704;2319;0.778754293
2704;2302;0.790122244
2704;2343;0.804078356
2704;2391;0.774526117
2704;2432;0.768179494
2704;2572;0.796643447
2704;2593;0.761361554
2704;2594;0.751303361
2704;2751;0.828125728
2704;2812;0.752704948
2704;2813;0.788786235
2704;2814;0.760878822
2704;2815;0.86672859
2704;2825;0.821750585
2704;2932;0.816998317
2704;3092;0.898044265
2751;2211;0.754200635
2751;2219;0.831808557
2751;2223;0.800111228
2751;2312;0.787285497
2751;2343;0.806039385
2751;2391;0.766084602
2751;2521;0.821806623
2751;2572;0.859835262
2751;2593;0.777579302
2751;2711;0.760331243
2751;2733;0.852571711
2751;2704;0.828125728
2751;2752;0.791987527
2751;2813;0.818107117
2751;2815;0.78359839
2751;2825;0.967862685
2751;2931;0.801019262
2751;2932;0.869773791
2751;3092;0.839971861
2751;3101;0.78831684
2751;3102;0.78831684
2751;3109;0.791002906
2752;1431;0.763141312
2752;1621;0.752446652
2752;1622;0.779594533
2752;2312;0.768905198
2752;2313;0.781524968
2752;2342;0.781069925
2752;2369;0.78275359
2752;2433;0.776200275
2752;2511;0.80967322
2752;2512;0.815072177
2752;2521;0.848438234
2752;2572;0.828340522
2752;2731;0.758310964
2752;2732;0.783363533
2752;2733;0.850801392
2752;2751;0.791987527
2752;2825;0.771595299
2752;2902;0.784130164
2752;2931;0.806889841
2752;3099;0.816918012
2752;3101;0.877346153
2752;3102;0.877346153
2752;3109;0.881937966
2709;2342;0.787551774
2709;2511;0.761201636
2709;2512;0.759156452
2709;2711;0.778195756
2709;2731;0.926480556
2709;2732;0.908522534
2709;2733;0.768993947
2709;2931;0.917792142
2811;2017;0.765888076
2811;2059;0.758225377
2811;2391;0.796081191
2811;2445;0.758044012
2811;2651;0.814385443
2811;2812;0.835201019
2811;2813;0.841874051
2811;2814;0.767140686
2811;2815;0.774191288
2811;2803;0.750632118
2811;2899;0.781181655
2811;3002;0.793228268
2811;3003;0.820140279
2812;1813;0.7905332
2812;2391;0.852216206
2812;2432;0.752154501
2812;2452;0.775953767
2812;2573;0.781635478
2812;2594;0.776351501
2812;2651;0.871139062
2812;2704;0.752704948
2812;2811;0.835201019
2812;2813;0.925499517
2812;2814;0.954310714
2812;2815;0.83758764
2812;2821;0.806305994
2812;2822;0.791798129
2812;2829;0.816763972
2812;2803;0.755792551
2812;2895;0.759209891
2812;2899;0.859656206
2812;2932;0.780782191
2812;3002;0.768936605
2813;1813;0.772801542
2813;2017;0.779718137
2813;2219;0.825646721
2813;2302;0.757684264
2813;2343;0.790728971
2813;2391;0.805422273
2813;2432;0.774472618
2813;2521;0.754594411
2813;2594;0.787357438
2813;2651;0.788633105
2813;2711;0.765960669
2813;2704;0.788786235
2813;2751;0.818107117
2813;2811;0.841874051
2813;2812;0.925499517
2813;2814;0.85899892
2813;2815;0.884873767
2813;2821;0.76057269
2813;2825;0.864831302
2813;2829;0.756100098
2813;2894;0.75805711
2813;2899;0.781418014
2813;2932;0.838263343
2813;3002;0.799342822
2813;3092;0.780817582
2814;1813;0.782682154
2814;2391;0.861359692
2814;2452;0.775655282
2814;2573;0.810565745
2814;2594;0.790927882
2814;2651;0.829483956
2814;2711;0.754639147
2814;2704;0.760878822
2814;2811;0.767140686
2814;2812;0.954310714
2814;2813;0.85899892
2814;2815;0.798033027
2814;2821;0.77644214
2814;2829;0.798091985
2814;2894;0.753825581
2814;2899;0.822529461
2814;2932;0.759101633
2814;3092;0.757163711
2814;3205;0.750717595
2815;1712;0.758997978
2815;1813;0.752784005
2815;2219;0.819674951
2815;2312;0.756861352
2815;2302;0.832186615
2815;2343;0.792139838
2815;2391;0.795940116
2815;2402;0.788484849
2815;2432;0.85266255
2815;2452;0.762079005
2815;2521;0.765814638
2815;2572;0.780940266
2815;2593;0.753435556
2815;2594;0.832015988
2815;2704;0.86672859
2815;2751;0.78359839
2815;2811;0.774191288
2815;2812;0.83758764
2815;2813;0.884873767
2815;2814;0.798033027
2815;2821;0.775709017
2815;2825;0.797094663
2815;2891;0.787190187
2815;2894;0.787640417
2815;2932;0.83550691
2815;3002;0.846402255
2815;3092;0.850063039
2821;2302;0.758260176
2821;2391;0.815368932
2821;2431;0.801573477
2821;2432;0.768981367
2821;2521;0.798306458
2821;2572;0.770144581
2821;2573;0.804271434
2821;2812;0.806305994
2821;2813;0.76057269
2821;2814;0.77644214
2821;2815;0.775709017
2821;2803;0.752811928
2821;2891;0.773367896
2821;2893;0.772273488
2821;2895;0.777915792
2821;2899;0.799465602
2821;2932;0.791973116
2821;3002;0.814872023
2821;7111;0.801523654
2822;2052;0.756975341
2822;2059;0.880040038
2822;2432;0.795109128
2822;2445;0.769255696
2822;2602;0.755198915
2822;2651;0.810139553
2822;2606;0.771661168
2822;2608;0.755198915
2822;2812;0.791798129
2822;2899;0.768123304
2822;5829;0.755198915
2822;5911;0.755206467
2822;5902;0.755507308
2823;2349;0.756523783
2825;2219;0.852134011
2825;2223;0.771275109
2825;2312;0.75959379
2825;2343;0.808461399
2825;2521;0.792319446
2825;2572;0.825483036
2825;2711;0.785954502
2825;2733;0.846398842
2825;2704;0.821750585
2825;2751;0.967862685
2825;2752;0.771595299
2825;2813;0.864831302
2825;2815;0.797094663
2825;2931;0.803908377
2825;2932;0.862356524
2825;3092;0.837365383
2825;3101;0.754101662
2825;3102;0.754101662
2825;3109;0.763620757
2829;1813;0.790628184
2829;2059;0.769443523
2829;2612;0.757284088
2829;2602;0.753152489
2829;2651;0.801237771
2829;2606;0.770906314
2829;2608;0.753152489
2829;2812;0.816763972
2829;2813;0.756100098
2829;2814;0.798091985
2829;2841;0.802680036
2829;2849;0.804571654
2829;2899;0.797875394
2829;3205;0.780871754
2829;5829;0.753152489
2829;5911;0.753199107
2829;5902;0.753327813
2803;1011;0.788302958
2803;1012;0.753318358
2803;1062;0.814392103
2803;1106;0.795900054
2803;1712;0.777073596
2803;2052;0.794322488
2803;2059;0.781644824
2803;2811;0.750632118
2803;2812;0.755792551
2803;2821;0.752811928
2803;2892;0.824290742
2803;2902;0.780298063
2841;1813;0.813362259
2841;2391;0.759431079
2841;2573;0.787250411
2841;2829;0.802680036
2841;2891;0.773674512
2841;2894;0.866044202
2841;2895;0.808321585
2841;2899;0.783847852
2849;2344;0.778604227
2849;2612;0.789365905
2849;2603;0.762242294
2849;2604;0.770050814
2849;2651;0.756996528
2849;2607;0.843111545
2849;2829;0.804571654
2891;2343;0.758510821
2891;2391;0.759098579
2891;2402;0.806223385
2891;2431;0.792684197
2891;2432;0.783025202
2891;2572;0.761470242
2891;2573;0.759425614
2891;2593;0.757422997
2891;2594;0.809351098
2891;2815;0.787190187
2891;2821;0.773367896
2891;2841;0.773674512
2891;2894;0.796637251
2891;3002;0.754204677
2892;1712;0.786763576
2892;2016;0.758021866
